대출_고유키,금융상품명,상품특징,대출신청자격,상품설명
대출_35,KDB 탄소스프레드_탄소감축,온실가스 多배출 업종의 저탄소 전환 촉진으로 국가 탄소중립 이행 지원,"○ 지원분야 - 국내 온실가스 및 에너지 감축 관련 설비투자* * 대출대상에 관한 추가 상세사항은 가까운 영업점 앞 문의 - 기존 설비 대비 온실가스 및 에너지 감축이 가능*한 설비투자** * 고객이 제출한 「온실가스 및 에너지 감축설비 설치계획」에 대한 평가를 통하여 온실가스 및 에너지 감축효과 확인 필수 ** (예) 연료전환(예시: 유연탄 &rarr LNG), 고효율기기 도입, 공정개선 등○ 자금용도 : 설비투자",온실가스 多배출 업종의 저탄소 전환 촉진으로 국가 탄소중립 이행 지원
대출_36,KDB 탄소 넷제로 프로그램,우리나라 \u20182030년 온실가스 감축목표\u2019 및 \u20182050년 탄소중립\u2019 달성을 위해 탄소중립 핵심 기반분야에 대한 금융지원,"○ 지원분야- (수소인프라) 국내 수소 생산저장유통활용 분야의 신규증설사업 투자- (그린혁신 기술기업) 기후기술의 조기 상용화 및 육성을 위한 초기 사업화 단계 사업 등○ 자금용도 : 설비투자○ 지원자금 : 시설자금- 보증 : 채무보증 및 지급보증, 지급보증은 국산기자재 납품시 취급* 대출대상에 관한 추가 상세사항은 가까운 영업점 앞 문의",우리나라 \u20182030년 온실가스 감축목표\u2019 및 \u20182050년 탄소중립\u2019 달성을 위해 탄소중립 핵심 기반분야에 대한 금융지원
대출_37,재무안정 동행 프로그램,"대출기간 단계별 금리 차등적용(Step-up)을 통해 3高(고물가, 고금리, 고환율) 현상으로 경영애로를 겪고 있는 기업의 비용부담 완화 지원",○ (지원대상) 중소중견기업○ (자금용도) 운영자금,"대출기간 단계별 금리 차등적용(Step-up)을 통해 3高(고물가, 고금리, 고환율) 현상으로 경영애로를 겪고 있는 기업의 비용부담 완화 지원"
대출_38,KDB 안심 금리전환 특별자금,기준금리의 상승 등 시장 금리 변동에 따른 중소·중견기업의 금리 리스크 완화 및 금융비용 부담 경감을 통한 안정적인 영업활동 지원,"○ (지원대상) 국내소재 중소중견기업○ (자금용도) 설비투자(공장 신증축 및 토지건물기계구입 등), R&D투자, 운영자금 등 * 주식인수 등 지분투자 또는 영업 양수도를 위한 자금지원 제외 * 지원대상에 관한 추가 상세사항은 가까운 영업점 앞 문의",기준금리의 상승 등 시장 금리 변동에 따른 중소·중견기업의 금리 리스크 완화 및 금융비용 부담 경감을 통한 안정적인 영업활동 지원
대출_39,중소기업 지원 협약보증부 특별자금,은행 수익의 사회 환원을 통해 대내외 여건 악화 등으로 경영애로를 겪고 있는 중소기업의 금융비용 부담 완화 지원,"○ (지원대상) 아래 중 하나에 해당하는 신용보증기금기술보증기금 보증서를 발급받은 중소기업 신용보증기금의 협약보증 지원대상 - 신용보증기금의 가계형 업종을 제외한 기업 중 아래의 필수요건과 특성요건을 둘 다 충족하는 중소기업 기술보증기금의 협약보증 지원대상 - 복합위기피해기업, 취약중소기업, 혁신성장분야기업, 은행추천기업○ (자금용도) 운영자금",은행 수익의 사회 환원을 통해 대내외 여건 악화 등으로 경영애로를 겪고 있는 중소기업의 금융비용 부담 완화 지원
대출_40,부동산경락대금대출(개인),경매법원의 경매물건을 낙찰받은 고객 및 공매물건을 낙찰받은 고객을 위한 대출상품개인,경매로 인하여 소유권을 취득하는 실 수요자로 당행 개인신용평가시스템(CSS)의 AS등급(CSS등급) 6등급 이상을 충족하는 자(단 대출취급에 부적격 사유가 없어야 합니다.)※ 대상부동산은 경매(자산관리공사 공매 포함)절차에 따라 낙찰허가결정이 확정된 후 낙찰대금의 납부가 완료되지 않은 부동산,경매법원의 경매물건을 낙찰받은 고객 및 공매물건을 낙찰받은 고객을 위한 대출상품
대출_41,토지분양자금대출(기업),토지분양협약기관이 공급하는 단독주택용지 상업용지 공장용지 등을 분양받은 고객분들에게 중도금 대출을 지원하여 드리는 상품기업,수협은행과 토지분양자금대출 협약을 체결한 토지분양협약기관(이하 “공사 ”라 한다)등으로 부터 토지를 분양 받아 융자추천을 받은 수협은행 신용등급 6B(CSS 7)등급이상 자,토지분양협약기관이 공급하는 단독주택용지 상업용지 공장용지 등을 분양받은 고객분들에게 중도금 대출을 지원하여 드리는 상품
대출_42,토지분양자금대출(개인),토지분양협약기관이 공급하는 단독주택용지 상업용지 공장용지 등을 분양받은 고객분들에게 중도금 대출을 지원하여 드리는 상품개인사업자,"수협은행과 토지분양자금대출 협약을 체결한 토지분양협약기관(이하 ""공사""라 한다)등으로 부터토지를 분양 받아 융자추천을 받은 자당행 개인신용평가시스템(CSS)의 AS등급(CSS등급) 6등급 이상을 충족하는 자",토지분양협약기관이 공급하는 단독주택용지 상업용지 공장용지 등을 분양받은 고객분들에게 중도금 대출을 지원하여 드리는 상품
대출_43,New-Start 론(가계프리워크아웃대출),연체 우려가 있는 가계담보대출 차주 중 프리워크아웃 신청자를 대상으로 대환을 통해 상환부담을 경감시켜주는 대출개인,당행 개인신용평가시스템(CSS)의 AS등급(CSS등급) 8등급 이상당행 가계담보대출자로 대출 취급시점부터 1년 이상 경과한 계좌 중 다음 각 호를 모두 충족하는1. 프리워크아웃 신청일 현재부터 최근 1년간 누적 연체일수가 90일 미만인 경우. 단 신용정보관리규약에 따라 연체정보가 등록된 차주는 배제한다.2. 가계담보대출 중 본인 및 배우자가 담보제공을 한 경우에 한정하며 단 MCI(서울보증보험취급)적용 대출계좌 한국주택금융공사 신용보증서 대출 국민주택기금대출 및 유동화 상품 제외※ 대출 제외 고객1. 대출취급 시점에 가압류 압류 소송 등으로 제3자가 등기부상 이해관계인으로 등재된 경우2. 협약 체결은행 외 금융회사의 담보물인 경우협약체결은행한국산업은행 농협은행 신한은행 우리은행 한국스탠다드차타드은행 하나은행 중소기업은행 국민은행 한국외환은행 한국씨티은행 수협은행 대구은행 부산은행 광주은행 제주은행 전북은행 경남은행3. 은행의 임의경매 및 제3자의 강제경매 신청으로 절차가 진행 중인 경우4. 채무자가 개인채무자회생 개인파산절차 신용회복지원을 신청하여 절차가 진행 중인 경우,연체 우려가 있는 가계담보대출 차주 중 프리워크아웃 신청자를 대상으로 대환을 통해 상환부담을 경감시켜주는 대출
대출_44,예금담보대출,당행에 예치하신 본인명의 예적금을 담보로 제공하여 즉시 이용 가능한개인,수협은행에 본인명의 예·적금을 가입하신 고객(단 여신취급에 부적격 사유가 없어야 합니다.),당행에 예치하신 본인명의 예적금을 담보로 제공하여 즉시 이용 가능한
대출_45,Sh전세금안심대출(HUG),HUG의 전세금안심대출보증을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받을 수 있는 전세자금대출 상품개인,주택임대차계약을 체결하고 아래의 요건을 충족하며 임차보증금의 5% 이상 지불한 임차인＊ * 미성년자 외국인 재외국민은 제외됩니다.부부 합산 주택보유수 1주택 이내 당행 개인신용평가시스템(CSS)의 AS등급(CSS등급) 8등급 이상,HUG의 전세금안심대출보증을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받을 수 있는 전세자금대출 상품
대출_46,청년 맞춤형 전월세대출(전세),청년층의 주거비 부담을 경감하기 위해 한국주택금융공사의 보증서를 담보로 최대 7천만원까지 주택전세자금을 지원하는 상품개인,아래 요건을 모두 충족하는만 19세 이상 만 34세 이하 무주택자 청년가구(소득없는 대학생 가구 포함)주택임대차계약을 체결하고 임차보증금의 5% 이상 지불한 세대주(예비세대주 포함) (수도권 : 임차보증금 5억원 이하 주택 / 지방 : 임차보증금 3억원 이하 주택)부부 합산 연소득 7천만원 이하당행 신용등급 AS 8등급 이상,청년층의 주거비 부담을 경감하기 위해 한국주택금융공사의 보증서를 담보로 최대 7천만원까지 주택전세자금을 지원하는 상품
대출_47,공공주택 임차보증금담보대출,공공임대주택 및 공공지원주택(뉴스테이 포함) 입주(예정)자를 위한 상품개인,수협은행의 여신심사 기준을 통과하고 아래의 조건을 모두 충족하는 개인공공임대주택* 또는 공공지원주택**(뉴스테이 포함)에 계약금을 납부하고 임차보증금의 15% 이상(계약금 포함)을 자담으로 지급할 임차인* 공공임대주택이란 공공주택사업자가 공급하는 임대주택(영구임대주택 국민임대주택 행복주택 장기전세주택분양전환공공임대주택 등)임** 공공지원주택이란 민간이 소유권을 가지고 공공의 지원을 받아 초기임대료·입주자격 등에 있어서 공공성을 확보한 임대주택임CB신용점수 NICE 545점이상 또는 KCB 550점 이상)소득대비 금융비용부담율(연간금융비용/연간소득) 40% 이내,공공임대주택 및 공공지원주택(뉴스테이 포함) 입주(예정)자를 위한 상품
대출_48,Sh전세보증대출(서울보증보험),서울보증보험 개인금융신용보험(임차자금)을 담보로 최대 5억원까지개인,수협은행의 여신심사 기준을 통과하고 아래의 조건을 모두 충족하는 개인부동산중개업소를 통해 주택임대차계약을 체결하고 임차보증금의 5% 이상 지불한 임차인* 단 임대인이 공공주택사업자(국가 지방자치단체 한국토지주택공사 지방공사 공무원연금공단)인 경우 생략CB신용점수 NICE 740점 이상 또는 KCB 655점 이상(단 임대인이 공공주택사업자인 경우에는 NICE 545점이상 또는 KCB 550점 이상)미성년자가 아닌 세대주 또는 세대원소득대비 금융비용부담율(연간금융비용/연간소득) 40% 이내,서울보증보험 개인금융신용보험(임차자금)을 담보로 최대 5억원까지
대출_49,Sh으뜸모기지론,주택을 담보로 고객님의 상환 계획에 따라 최대 50년까지 분할상환 가능한 대출개인,주택을 구입하거나 주택을 담보로 제공하고 대출을 받고자 하는 개인으로 당행 개인신용평가시스템(CSS)의 AS등급(CSS등급) 6등급 이상을 충족하는 자※ 단 근린상가주택은 주거면적 ½ 초과일 경우 가능,주택을 담보로 고객님의 상환 계획에 따라 최대 50년까지 분할상환 가능한 대출
대출_50,Sh금리고정형적격대출,대출실행일부터 만기까지 안정적인 고정금리 주택담보대출.향후 금리 변동의 위험을 피하고자 하는 고객에게 적합한 상품.개인,감정가격 9억원 이하의 아파트 연립주택 다세대주택 단독주택을 담보로 대출을 받고자 하는 만 19세이상의 개인고객으로 NICE신용평가정보(주)의 CB점수가 350~1000점인 경우만 취급 가능(CB정보가 없는 경우 당행 AS1~8등급)※ 단 근린주택 및 다가구주택 불가,대출실행일부터 만기까지 안정적인 고정금리 주택담보대출.향후 금리 변동의 위험을 피하고자 하는 고객에게 적합한 상품.
대출_51,Sh파워전세자금대출,별도 보증서 발급없이 임차보증금의 80% 범위 내에서 최대 5억원 까지 가능 (임차보증금 반환채권 양도방식)개인,부동산중개업소를 통해 주택임대차 계약을 체결한 세대주인 개인으로 아래의 조건을 모두 충족하는 고객① 임차보증금의 5%이상 지급한 세대주② 수협은행 신용등급 8등급 이상③ 금융기관 신용제한 대상자가 아니며 당행 연체중인 사람이 아닐 것④ 본인 배우자 합산 주택 보유수가 1주택 이내⑤ 20년 7월 10일 이후 규제대상아파트를 취득하지 않았을 것.,별도 보증서 발급없이 임차보증금의 80% 범위 내에서 최대 5억원 까지 가능 (임차보증금 반환채권 양도방식)
